timestamp,imsi,imei,cell_id,source_number,destination_number,call_type,duration,location_area_code,signal_strength
2025-02-25 01:59:02,45109646756041,35427037363928,CELL-0603,+91024561784,+91324665292,SMS-MT,595,239,-59
2025-02-21 04:53:40,49418986515284,35047049560139,CELL-2993,+91305012183,+91525175436,SMS-MT,830,382,-110
2025-02-24 09:11:30,42221022041458,35040248502539,CELL-6015,+91111111495,+91733635245,MTC,947,942,-87
2025-02-22 06:33:26,43648356848709,35291517987480,CELL-8476,+91332973537,+91135015963,MTC,912,468,-97
2025-02-24 21:19:06,46600696221116,35862639249477,CELL-2265,+91159808113,+91597276967,MOC,1280,574,-115
2025-02-25 23:07:11,45109646756041,35449754394264,CELL-6087,+91395259677,+91390936670,SMS-MT,640,251,-79
2025-02-24 21:18:30,47775754486124,35817920871088,CELL-9505,+91406352454,+91441159533,MOC,1768,900,-55
2025-02-21 15:16:49,42208217384914,35186649731922,CELL-2824,+91320873131,+91021998878,MTC,830,954,-71
2025-02-21 18:26:22,43097947301588,35817920871088,CELL-0603,+91024561784,+91169082411,SMS-MO,1648,991,-75
2025-02-26 21:23:24,42981853422094,35195732104467,CELL-2135,+91248383763,+91169082411,SMS-MT,258,353,-114
2025-02-26 19:39:18,47166881033751,35575532594928,CELL-7820,+91748220113,+91518887993,SMS-MT,714,559,-100
2025-02-25 22:10:10,45109646756041,35040248502539,CELL-2824,+91323088835,+91402783843,SMS-MO,856,858,-68
